1;0;195.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.2984;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;74.1486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.2984;0;0;0;9.88648;0;0;0;0;0;0;0;19.773;0;0;0;0;0;0;0;0;0;0;0;8.65067;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.35518;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;148.297;0;0;0;0;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;148.297;0;0;0;0;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;195.258;74.1486;74.1486;0;43.2534;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;7.90919;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;0;5.49249;0;5.43757;0;0;0;5.35518;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;13.5939;13.5939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.1261;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;17.3013;0;0;0;5.56115;0;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;13.5939;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.5434;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;34.6027;0;0;0;5.56115;0;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.2984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.65067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.49249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;0;0;19.773;0;0;0;0;0;0;12.3581;0;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;9.88648;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;390.516;195.258;0;74.1486;43.2534;0;19.773;0;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;0;7.90919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.49249;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;43.2534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;0;0;0;0;19.773;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;10.2984;0;0;0;0;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;8.65067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;0;0;0;0;19.773;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;10.2984;0;0;0;0;0;29.6595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;8.65067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;14.8297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;0;0;0;0;0;5.56115;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;43.2534;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.35518;0;0;0;0;0;0;0;0;0;4.94324;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0
1;390.516;0;0;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;12.3581;0;0;0;0;0;0;20.5968;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;5.64942;0;0;0;0;0;0;0;0;0;0;5.43757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;4.94324;0;0;0;0;0;0;0;0
1;390.516;0;0;74.1486;43.2534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.2984;0;0;9.88648;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;4.94324;0;0;0;0;0;0;0;0
1;585.774;0;0;74.1486;43.2534;0;0;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;0;20.5968;0;0;9.88648;9.88648;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;4.94324;0;0;0;0;0;0;0;0
1;390.516;0;0;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;12.3581;0;0;0;0;0;0;20.5968;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;0;0;0;0;0;0;0;0;0;0;5.43757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;4.94324;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;19.773;0;13.5939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;74.1486;43.2534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;7.41486;0;0;0;7.41486;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;4.94324;4.94324
1;390.516;0;0;0;0;0;0;0;0;0;13.5939;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;20.5968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.8297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.5342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;390.516;0;0;0;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;20.5968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;74.1486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.26858;0;0;0;0;0;0;0;0;0;0;7.41486;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;6.17905;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;0;0;5.56115;0;0;0;0;0;5.56115;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;4.94324;4.94324
1;195.258;0;0;0;43.2534;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.773;0;0;0;0;0;9.88648;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;7.41486;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.17905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;5.49249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;0;43.2534;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.773;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56115;0;0;0;0;5.49249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;195.258;195.258;0;74.1486;0;43.2534;19.773;0;19.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;9.88648;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;7.41486;0;0;0;7.41486;0;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0;4.94324;4.94324;0;0;0;0;0;4.94324;0;0
1;195.258;0;0;0;43.2534;0;19.773;0;39.5459;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.8297;0;0;7.41486;0;0;6.17905;0;0;0;0;0;0;0;5.76712;0;0;0;0;0;0;0;0;5.64942;0;0;0;0;0;0;0;0;5.49249;0;0;0;5.43757;0;10.7104;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;0;0;0;0;0;0;0
1;195.258;0;0;74.1486;43.2534;0;0;39.5459;0;0;0;0;0;0;0;12.3581;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.90919;7.90919;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;4.94324;0;0;0
1;195.258;0;0;74.1486;43.2534;0;0;0;0;0;0;0;0;0;0;12.3581;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.90919;7.90919;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;14.8297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;4.94324;0;0;0
1;195.258;0;0;74.1486;43.2534;0;0;19.773;0;0;0;0;0;0;0;12.3581;0;0;0;0;12.3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.90919;7.90919;0;7.41486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.41486;0;14.8297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.2988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94324;0;0;0;4.94324;0;0;0
